invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,total_price,year,month,day,weekday,hour
570881,POST,POSTAGE,2,2011-10-13 09:30:00,18.0,12498.0,Germany,36.0,2011,10,13,3,9
571035,M,Manual,1,2011-10-13 12:50:00,0.0,12446.0,RSA,0.0,2011,10,13,3,12
571053,POST,POSTAGE,4,2011-10-13 13:53:00,40.0,12631.0,Finland,160.0,2011,10,13,3,13
571106,M,Manual,1,2011-10-13 16:14:00,1.0,14976.0,United Kingdom,1.0,2011,10,13,3,16
571111,POST,POSTAGE,1,2011-10-13 16:37:00,15.0,14976.0,United Kingdom,15.0,2011,10,13,3,16
571129,C2,CARRIAGE,1,2011-10-14 10:03:00,50.0,14156.0,EIRE,50.0,2011,10,14,4,10
571179,M,Manual,1,2011-10-14 10:42:00,40.0,15482.0,United Kingdom,40.0,2011,10,14,4,10
571187,POST,POSTAGE,3,2011-10-14 11:39:00,18.0,12380.0,Belgium,54.0,2011,10,14,4,11
571188,POST,POSTAGE,4,2011-10-14 11:42:00,28.0,12783.0,Portugal,112.0,2011,10,14,4,11
571191,POST,POSTAGE,1,2011-10-14 11:44:00,15.0,17404.0,Sweden,15.0,2011,10,14,4,11
571215,POST,POSTAGE,3,2011-10-14 12:57:00,18.0,13810.0,Germany,54.0,2011,10,14,4,12
571239,22929,SCHOOL DESK AND CHAIR ,1,2011-10-14 14:54:00,65.0,12744.0,Singapore,65.0,2011,10,14,4,14
571240,POST,POSTAGE,2,2011-10-14 14:55:00,18.0,12562.0,France,36.0,2011,10,14,4,14
571304,POST,POSTAGE,4,2011-10-17 09:37:00,18.0,12526.0,Germany,72.0,2011,10,17,0,9
571308,POST,POSTAGE,3,2011-10-17 10:10:00,18.0,12475.0,Germany,54.0,2011,10,17,0,10
571312,POST,POSTAGE,4,2011-10-17 10:42:00,18.0,12474.0,Germany,72.0,2011,10,17,0,10
571425,C2,CARRIAGE,1,2011-10-17 12:41:00,50.0,14911.0,EIRE,50.0,2011,10,17,0,12
571445,POST,POSTAGE,2,2011-10-17 13:44:00,18.0,12463.0,Belgium,36.0,2011,10,17,0,13
571474,23444,Next Day Carriage,1,2011-10-17 14:41:00,15.0,16389.0,United Kingdom,15.0,2011,10,17,0,14
571556,POST,POSTAGE,2,2011-10-18 09:24:00,18.0,12662.0,Germany,36.0,2011,10,18,1,9
571658,POST,POSTAGE,3,2011-10-18 12:48:00,18.0,12621.0,Germany,54.0,2011,10,18,1,12
571665,POST,POSTAGE,3,2011-10-18 12:59:00,28.0,12540.0,Spain,84.0,2011,10,18,1,12
571697,POST,POSTAGE,3,2011-10-18 14:49:00,15.0,12759.0,Netherlands,45.0,2011,10,18,1,14
571705,POST,POSTAGE,3,2011-10-18 15:22:00,40.0,12360.0,Austria,120.0,2011,10,18,1,15
571724,POST,POSTAGE,3,2011-10-19 08:20:00,18.0,12572.0,Germany,54.0,2011,10,19,2,8
571729,POST,POSTAGE,1,2011-10-19 09:43:00,18.0,12500.0,Germany,18.0,2011,10,19,2,9
571739,23702,High Resolution Image,1,2011-10-19 10:33:00,3.0,12500.0,Germany,3.0,2011,10,19,2,10
571824,POST,POSTAGE,6,2011-10-19 11:49:00,18.0,12472.0,Germany,108.0,2011,10,19,2,11
571851,POST,POSTAGE,4,2011-10-19 13:02:00,28.0,12596.0,Spain,112.0,2011,10,19,2,13
571900,BANK CHARGES,Bank Charges,1,2011-10-19 14:26:00,15.0,13263.0,United Kingdom,15.0,2011,10,19,2,14
571904,POST,POSTAGE,1,2011-10-19 14:41:00,18.0,12522.0,Germany,18.0,2011,10,19,2,14
571923,POST,POSTAGE,2,2011-10-19 16:24:00,18.0,12685.0,France,36.0,2011,10,19,2,16
572054,POST,POSTAGE,2,2011-10-20 12:31:00,18.0,12642.0,Germany,36.0,2011,10,20,3,12
572056,POST,POSTAGE,1,2011-10-20 12:40:00,35.0,17402.0,United Kingdom,35.0,2011,10,20,3,12
572060,POST,POSTAGE,1,2011-10-20 12:52:00,18.0,12569.0,Germany,18.0,2011,10,20,3,12
572061,POST,POSTAGE,2,2011-10-20 12:53:00,18.0,12474.0,Germany,36.0,2011,10,20,3,12
572069,C2,CARRIAGE,1,2011-10-20 13:24:00,50.0,14911.0,EIRE,50.0,2011,10,20,3,13
572087,POST,POSTAGE,6,2011-10-20 14:30:00,18.0,12683.0,France,108.0,2011,10,20,3,14
572093,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-20 14:51:00,25.0,15121.0,United Kingdom,25.0,2011,10,20,3,14
572107,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-20 17:13:00,25.0,15836.0,United Kingdom,25.0,2011,10,20,3,17
572133,POST,POSTAGE,2,2011-10-21 10:11:00,18.0,12407.0,Belgium,36.0,2011,10,21,4,10
572184,POST,POSTAGE,2,2011-10-21 10:51:00,18.0,12403.0,Denmark,36.0,2011,10,21,4,10
572241,POST,POSTAGE,1,2011-10-21 15:20:00,18.0,12712.0,Germany,18.0,2011,10,21,4,15
572272,23485,BOTANICAL GARDENS WALL CLOCK ,2,2011-10-21 16:18:00,25.0,13171.0,United Kingdom,50.0,2011,10,21,4,16
572281,22655,VINTAGE RED KITCHEN CABINET,1,2011-10-23 11:10:00,50.0,17211.0,United Kingdom,50.0,2011,10,23,6,11
572293,M,Manual,1,2011-10-23 13:02:00,50.0,12748.0,United Kingdom,50.0,2011,10,23,6,13
572354,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-24 11:41:00,25.0,15215.0,United Kingdom,25.0,2011,10,24,0,11
572442,POST,POSTAGE,2,2011-10-24 12:09:00,28.0,12546.0,Spain,56.0,2011,10,24,0,12
572459,C2,CARRIAGE,1,2011-10-24 12:53:00,50.0,14911.0,EIRE,50.0,2011,10,24,0,12
572511,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-24 14:29:00,25.0,14895.0,United Kingdom,25.0,2011,10,24,0,14
572567,POST,POSTAGE,5,2011-10-25 10:27:00,40.0,12398.0,Switzerland,200.0,2011,10,25,1,10
572832,M,Manual,1,2011-10-26 11:40:00,1.0,16454.0,United Kingdom,1.0,2011,10,26,2,11
572835,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-26 11:49:00,25.0,17428.0,United Kingdom,25.0,2011,10,26,2,11
572877,23485,BOTANICAL GARDENS WALL CLOCK ,6,2011-10-26 13:31:00,25.0,17706.0,United Kingdom,150.0,2011,10,26,2,13
572886,22929,SCHOOL DESK AND CHAIR ,1,2011-10-26 13:46:00,65.0,12448.0,Spain,65.0,2011,10,26,2,13
572886,POST,POSTAGE,3,2011-10-26 13:46:00,28.0,12448.0,Spain,84.0,2011,10,26,2,13
572887,POST,POSTAGE,4,2011-10-26 13:47:00,15.0,12362.0,Belgium,60.0,2011,10,26,2,13
572893,21208,PASTEL COLOUR HONEYCOMB FAN,5,2011-10-26 14:36:00,0.0,18059.0,United Kingdom,0.0,2011,10,26,2,14
572894,POST,POSTAGE,1,2011-10-26 14:39:00,18.0,12569.0,Germany,18.0,2011,10,26,2,14
572895,POST,POSTAGE,1,2011-10-26 14:39:00,18.0,12569.0,Germany,18.0,2011,10,26,2,14
572896,POST,POSTAGE,4,2011-10-26 14:41:00,40.0,12456.0,Switzerland,160.0,2011,10,26,2,14
572911,22655,VINTAGE RED KITCHEN CABINET,2,2011-10-26 16:03:00,50.0,16345.0,United Kingdom,100.0,2011,10,26,2,16
572925,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-27 09:18:00,25.0,12523.0,France,25.0,2011,10,27,3,9
572934,POST,POSTAGE,4,2011-10-27 10:18:00,40.0,12610.0,Italy,160.0,2011,10,27,3,10
572946,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-27 10:36:00,25.0,13988.0,United Kingdom,25.0,2011,10,27,3,10
572964,POST,POSTAGE,3,2011-10-27 10:41:00,40.0,12630.0,Finland,120.0,2011,10,27,3,10
572969,C2,CARRIAGE,1,2011-10-27 10:46:00,50.0,13363.0,United Kingdom,50.0,2011,10,27,3,10
572986,POST,POSTAGE,3,2011-10-27 10:51:00,18.0,12681.0,France,54.0,2011,10,27,3,10
572992,POST,POSTAGE,2,2011-10-27 10:57:00,18.0,12681.0,France,36.0,2011,10,27,3,10
573023,23485,BOTANICAL GARDENS WALL CLOCK ,2,2011-10-27 12:53:00,25.0,13882.0,United Kingdom,50.0,2011,10,27,3,12
573036,POST,POSTAGE,2,2011-10-27 13:44:00,18.0,12437.0,France,36.0,2011,10,27,3,13
573076,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-27 14:05:00,25.0,13488.0,United Kingdom,25.0,2011,10,27,3,14
573106,POST,POSTAGE,1,2011-10-27 15:05:00,18.0,12626.0,Germany,18.0,2011,10,27,3,15
573108,POST,POSTAGE,1,2011-10-27 15:09:00,40.0,12430.0,Norway,40.0,2011,10,27,3,15
573131,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-27 16:44:00,25.0,15622.0,United Kingdom,25.0,2011,10,27,3,16
573136,POST,POSTAGE,2,2011-10-27 17:00:00,18.0,12709.0,Germany,36.0,2011,10,27,3,17
573145,23485,BOTANICAL GARDENS WALL CLOCK ,2,2011-10-27 18:02:00,25.0,18219.0,United Kingdom,50.0,2011,10,27,3,18
573173,POST,POSTAGE,4,2011-10-28 10:10:00,15.0,12362.0,Belgium,60.0,2011,10,28,4,10
573266,23444,Next Day Carriage,1,2011-10-28 12:40:00,15.0,15290.0,United Kingdom,15.0,2011,10,28,4,12
573284,POST,POSTAGE,1,2011-10-28 14:27:00,18.0,13812.0,Germany,18.0,2011,10,28,4,14
573289,POST,POSTAGE,4,2011-10-28 14:44:00,18.0,12705.0,Germany,72.0,2011,10,28,4,14
573333,POST,POSTAGE,2,2011-10-30 11:34:00,40.0,12483.0,Sweden,80.0,2011,10,30,6,11
573341,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-30 11:55:00,25.0,16949.0,United Kingdom,25.0,2011,10,30,6,11
573351,23444,Next Day Carriage,1,2011-10-30 12:34:00,15.0,13524.0,United Kingdom,15.0,2011,10,30,6,12
573377,22848,BREAD BIN DINER STYLE PINK,1,2011-10-30 13:51:00,10.0,14653.0,United Kingdom,10.0,2011,10,30,6,13
573388,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-30 14:44:00,25.0,14895.0,United Kingdom,25.0,2011,10,30,6,14
573391,C2,CARRIAGE,1,2011-10-30 14:57:00,50.0,14911.0,EIRE,50.0,2011,10,30,6,14
573401,POST,POSTAGE,2,2011-10-30 15:43:00,15.0,12364.0,Belgium,30.0,2011,10,30,6,15
573402,POST,POSTAGE,1,2011-10-30 15:44:00,18.0,12494.0,France,18.0,2011,10,30,6,15
573417,POST,POSTAGE,1,2011-10-31 08:56:00,18.0,12581.0,Germany,18.0,2011,10,31,0,8
573423,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-10-31 09:58:00,25.0,16133.0,United Kingdom,25.0,2011,10,31,0,9
573430,POST,POSTAGE,3,2011-10-31 10:38:00,18.0,13813.0,Germany,54.0,2011,10,31,0,10
573545,23444,Next Day Carriage,1,2011-10-31 13:12:00,15.0,16969.0,United Kingdom,15.0,2011,10,31,0,13
573581,C2,CARRIAGE,1,2011-10-31 14:22:00,50.0,14911.0,EIRE,50.0,2011,10,31,0,14
573586,BANK CHARGES,Bank Charges,1,2011-10-31 14:48:00,15.0,14704.0,United Kingdom,15.0,2011,10,31,0,14
573588,POST,POSTAGE,1,2011-10-31 15:01:00,40.0,12588.0,Finland,40.0,2011,10,31,0,15
573629,POST,POSTAGE,1,2011-10-31 15:30:00,18.0,12522.0,Germany,18.0,2011,10,31,0,15
573656,POST,POSTAGE,3,2011-10-31 16:02:00,15.0,12417.0,Belgium,45.0,2011,10,31,0,16
573768,POST,POSTAGE,3,2011-11-01 10:02:00,40.0,12552.0,Italy,120.0,2011,11,1,1,10
573867,POST,POSTAGE,2,2011-11-01 12:12:00,18.0,12674.0,France,36.0,2011,11,1,1,12
573868,POST,POSTAGE,2,2011-11-01 12:18:00,18.0,12491.0,France,36.0,2011,11,1,1,12
573875,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-01 12:47:00,25.0,15018.0,United Kingdom,25.0,2011,11,1,1,12
573891,POST,POSTAGE,5,2011-11-01 13:56:00,18.0,12682.0,France,90.0,2011,11,1,1,13
573905,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-01 15:06:00,25.0,16971.0,United Kingdom,25.0,2011,11,1,1,15
573923,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-02 09:31:00,25.0,17965.0,United Kingdom,25.0,2011,11,2,2,9
574017,23444,Next Day Carriage,1,2011-11-02 12:04:00,15.0,16014.0,United Kingdom,15.0,2011,11,2,2,12
574068,POST,POSTAGE,3,2011-11-02 14:51:00,18.0,12490.0,France,54.0,2011,11,2,2,14
574071,POST,POSTAGE,1,2011-11-02 14:57:00,18.0,12654.0,Germany,18.0,2011,11,2,2,14
574097,POST,POSTAGE,5,2011-11-03 09:56:00,18.0,12471.0,Germany,90.0,2011,11,3,3,9
574104,POST,POSTAGE,3,2011-11-03 10:45:00,18.0,12615.0,France,54.0,2011,11,3,3,10
574149,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-03 11:29:00,25.0,13709.0,United Kingdom,25.0,2011,11,3,3,11
574150,23485,BOTANICAL GARDENS WALL CLOCK ,2,2011-11-03 11:31:00,25.0,13709.0,United Kingdom,50.0,2011,11,3,3,11
574249,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-03 13:01:00,25.0,16347.0,United Kingdom,25.0,2011,11,3,3,13
574252,POST,POSTAGE,2,2011-11-03 13:24:00,18.0,12437.0,France,36.0,2011,11,3,3,13
574252,M,Manual,1,2011-11-03 13:24:00,0.0,12437.0,France,0.0,2011,11,3,3,13
574255,POST,POSTAGE,1,2011-11-03 13:44:00,18.0,12569.0,Germany,18.0,2011,11,3,3,13
574275,POST,POSTAGE,2,2011-11-03 14:37:00,40.0,12352.0,Norway,80.0,2011,11,3,3,14
574282,23444,Next Day Carriage,1,2011-11-03 14:52:00,15.0,15612.0,United Kingdom,15.0,2011,11,3,3,14
574301,POST,POSTAGE,2,2011-11-03 16:15:00,28.0,12544.0,Spain,56.0,2011,11,3,3,16
574304,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-03 16:30:00,25.0,14428.0,United Kingdom,25.0,2011,11,3,3,16
574315,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-03 17:53:00,25.0,17076.0,United Kingdom,25.0,2011,11,3,3,17
574329,POST,POSTAGE,4,2011-11-04 09:07:00,15.0,12362.0,Belgium,60.0,2011,11,4,4,9
574332,POST,POSTAGE,3,2011-11-04 09:24:00,18.0,12664.0,Finland,54.0,2011,11,4,4,9
574336,POST,POSTAGE,6,2011-11-04 09:52:00,15.0,12397.0,Belgium,90.0,2011,11,4,4,9
574442,POST,POSTAGE,5,2011-11-04 11:40:00,40.0,12704.0,Finland,200.0,2011,11,4,4,11
574532,23444,Next Day Carriage,1,2011-11-04 14:19:00,15.0,15676.0,United Kingdom,15.0,2011,11,4,4,14
574546,BANK CHARGES,Bank Charges,1,2011-11-04 14:59:00,15.0,13651.0,United Kingdom,15.0,2011,11,4,4,14
574653,POST,POSTAGE,2,2011-11-06 11:30:00,18.0,12619.0,Germany,36.0,2011,11,6,6,11
574679,POST,POSTAGE,3,2011-11-06 12:38:00,18.0,12645.0,Germany,54.0,2011,11,6,6,12
574690,POST,POSTAGE,4,2011-11-06 13:11:00,40.0,12638.0,Sweden,160.0,2011,11,6,6,13
574694,POST,POSTAGE,2,2011-11-06 13:36:00,40.0,12381.0,Norway,80.0,2011,11,6,6,13
574713,POST,POSTAGE,1,2011-11-06 14:26:00,18.0,12628.0,Germany,18.0,2011,11,6,6,14
574728,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-06 15:02:00,25.0,13719.0,United Kingdom,25.0,2011,11,6,6,15
574740,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-06 16:07:00,25.0,12357.0,Switzerland,25.0,2011,11,6,6,16
574745,C2,CARRIAGE,1,2011-11-07 08:26:00,50.0,14911.0,EIRE,50.0,2011,11,7,0,8
574838,POST,POSTAGE,5,2011-11-07 11:37:00,28.0,12484.0,Spain,140.0,2011,11,7,0,11
574841,C2,CARRIAGE,1,2011-11-07 11:42:00,50.0,14156.0,EIRE,50.0,2011,11,7,0,11
574844,POST,POSTAGE,1,2011-11-07 11:57:00,28.0,12783.0,Portugal,28.0,2011,11,7,0,11
574862,POST,POSTAGE,5,2011-11-07 12:27:00,15.0,12408.0,Belgium,75.0,2011,11,7,0,12
574869,POST,POSTAGE,1,2011-11-07 12:44:00,18.0,12708.0,Germany,18.0,2011,11,7,0,12
574871,21407,BROWN CHECK CAT DOORSTOP ,1,2011-11-07 12:56:00,3.0,14527.0,United Kingdom,3.0,2011,11,7,0,12
574874,C2,CARRIAGE,1,2011-11-07 13:06:00,50.0,14911.0,EIRE,50.0,2011,11,7,0,13
574879,22625,RED KITCHEN SCALES,2,2011-11-07 13:22:00,0.0,13014.0,United Kingdom,0.0,2011,11,7,0,13
574885,POST,POSTAGE,1,2011-11-07 14:01:00,18.0,12472.0,Germany,18.0,2011,11,7,0,14
574920,22899,CHILDREN'S APRON DOLLY GIRL ,1,2011-11-07 16:34:00,0.0,13985.0,United Kingdom,0.0,2011,11,7,0,16
574920,23480,MINI LIGHTS WOODLAND MUSHROOMS,1,2011-11-07 16:34:00,0.0,13985.0,United Kingdom,0.0,2011,11,7,0,16
575049,POST,POSTAGE,3,2011-11-08 12:13:00,18.0,12721.0,France,54.0,2011,11,8,1,12
575067,POST,POSTAGE,2,2011-11-08 12:45:00,18.0,12583.0,France,36.0,2011,11,8,1,12
575136,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-08 14:53:00,25.0,15103.0,United Kingdom,25.0,2011,11,8,1,14
575144,POST,POSTAGE,3,2011-11-08 15:38:00,28.0,12540.0,Spain,84.0,2011,11,8,1,15
575151,POST,POSTAGE,1,2011-11-08 16:12:00,15.0,12395.0,Belgium,15.0,2011,11,8,1,16
575154,POST,POSTAGE,2,2011-11-08 16:15:00,18.0,12395.0,Belgium,36.0,2011,11,8,1,16
575164,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-08 16:55:00,25.0,18216.0,United Kingdom,25.0,2011,11,8,1,16
575193,POST,POSTAGE,5,2011-11-09 09:34:00,18.0,12681.0,France,90.0,2011,11,9,2,9
575326,POST,POSTAGE,2,2011-11-09 13:47:00,18.0,12532.0,France,36.0,2011,11,9,2,13
575352,POST,POSTAGE,3,2011-11-09 14:56:00,18.0,12504.0,Germany,54.0,2011,11,9,2,14
575498,POST,POSTAGE,1,2011-11-10 09:52:00,18.0,12708.0,Germany,18.0,2011,11,10,3,9
575512,23485,BOTANICAL GARDENS WALL CLOCK ,2,2011-11-10 10:36:00,25.0,14121.0,United Kingdom,50.0,2011,11,10,3,10
575514,POST,POSTAGE,3,2011-11-10 10:40:00,28.0,12541.0,Spain,84.0,2011,11,10,3,10
575519,POST,POSTAGE,2,2011-11-10 10:53:00,18.0,12682.0,France,36.0,2011,11,10,3,10
575581,POST,POSTAGE,1,2011-11-10 11:53:00,18.0,12659.0,France,18.0,2011,11,10,3,11
575584,POST,POSTAGE,1,2011-11-10 11:55:00,18.0,12682.0,France,18.0,2011,11,10,3,11
575621,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-10 13:03:00,25.0,16892.0,United Kingdom,25.0,2011,11,10,3,13
575629,POST,POSTAGE,1,2011-11-10 13:34:00,18.0,12599.0,France,18.0,2011,11,10,3,13
575671,POST,POSTAGE,3,2011-11-10 15:03:00,18.0,12670.0,France,54.0,2011,11,10,3,15
575701,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-10 16:59:00,25.0,13396.0,United Kingdom,25.0,2011,11,10,3,16
575709,POST,POSTAGE,2,2011-11-10 17:27:00,15.0,14646.0,Netherlands,30.0,2011,11,10,3,17
575713,POST,POSTAGE,2,2011-11-10 17:49:00,18.0,13817.0,Germany,36.0,2011,11,10,3,17
575732,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-11 08:19:00,25.0,12712.0,Germany,25.0,2011,11,11,4,8
575732,POST,POSTAGE,2,2011-11-11 08:19:00,18.0,12712.0,Germany,36.0,2011,11,11,4,8
575733,POST,POSTAGE,1,2011-11-11 08:33:00,18.0,13810.0,Germany,18.0,2011,11,11,4,8
575734,POST,POSTAGE,2,2011-11-11 08:39:00,40.0,12384.0,Switzerland,80.0,2011,11,11,4,8
575735,C2,CARRIAGE,1,2011-11-11 08:46:00,50.0,14156.0,EIRE,50.0,2011,11,11,4,8
575736,POST,POSTAGE,1,2011-11-11 08:47:00,40.0,12697.0,Sweden,40.0,2011,11,11,4,8
575747,POST,POSTAGE,3,2011-11-11 10:19:00,18.0,12589.0,France,54.0,2011,11,11,4,10
575750,POST,POSTAGE,3,2011-11-11 10:29:00,18.0,12600.0,Germany,54.0,2011,11,11,4,10
575787,POST,POSTAGE,3,2011-11-11 11:18:00,18.0,12518.0,Germany,54.0,2011,11,11,4,11
575845,POST,POSTAGE,1,2011-11-11 12:07:00,18.0,12598.0,France,18.0,2011,11,11,4,12
575848,M,Manual,1,2011-11-11 12:10:00,10.0,14178.0,United Kingdom,10.0,2011,11,11,4,12
575854,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-11 12:20:00,25.0,14125.0,United Kingdom,25.0,2011,11,11,4,12
575871,C2,CARRIAGE,1,2011-11-11 12:52:00,50.0,14911.0,EIRE,50.0,2011,11,11,4,12
575880,POST,POSTAGE,3,2011-11-11 13:35:00,18.0,12726.0,France,54.0,2011,11,11,4,13
575884,POST,POSTAGE,3,2011-11-11 13:46:00,18.0,12685.0,France,54.0,2011,11,11,4,13
575888,POST,POSTAGE,3,2011-11-11 14:04:00,18.0,12517.0,Germany,54.0,2011,11,11,4,14
575893,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-11 14:23:00,25.0,17088.0,United Kingdom,25.0,2011,11,11,4,14
575899,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-11 15:13:00,25.0,16133.0,United Kingdom,25.0,2011,11,11,4,15
575916,POST,POSTAGE,1,2011-11-11 16:49:00,18.0,12691.0,France,18.0,2011,11,11,4,16
575931,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-13 10:35:00,25.0,16560.0,United Kingdom,25.0,2011,11,13,6,10
575959,23485,BOTANICAL GARDENS WALL CLOCK ,2,2011-11-13 12:27:00,25.0,14547.0,United Kingdom,50.0,2011,11,13,6,12
576082,POST,POSTAGE,2,2011-11-14 08:22:00,40.0,12428.0,Finland,80.0,2011,11,14,0,8
576087,POST,POSTAGE,4,2011-11-14 08:31:00,18.0,12689.0,France,72.0,2011,11,14,0,8
576141,C2,CARRIAGE,1,2011-11-14 10:47:00,50.0,14911.0,EIRE,50.0,2011,11,14,0,10
576148,23444,Next Day Carriage,1,2011-11-14 10:50:00,15.0,15671.0,United Kingdom,15.0,2011,11,14,0,10
576215,23444,Next Day Carriage,1,2011-11-14 12:55:00,15.0,17652.0,United Kingdom,15.0,2011,11,14,0,12
576222,POST,POSTAGE,2,2011-11-14 13:02:00,18.0,12490.0,France,36.0,2011,11,14,0,13
576245,POST,POSTAGE,3,2011-11-14 13:40:00,18.0,12553.0,France,54.0,2011,11,14,0,13
576251,23485,BOTANICAL GARDENS WALL CLOCK ,2,2011-11-14 13:51:00,25.0,16207.0,United Kingdom,50.0,2011,11,14,0,13
576269,POST,POSTAGE,2,2011-11-14 14:23:00,28.0,12762.0,Portugal,56.0,2011,11,14,0,14
576322,POST,POSTAGE,2,2011-11-14 15:03:00,18.0,12642.0,Germany,36.0,2011,11,14,0,15
576327,POST,POSTAGE,2,2011-11-14 15:19:00,18.0,12476.0,Germany,36.0,2011,11,14,0,15
576345,POST,POSTAGE,3,2011-11-14 15:37:00,40.0,12374.0,Austria,120.0,2011,11,14,0,15
576359,23444,Next Day Carriage,1,2011-11-14 16:59:00,15.0,14680.0,United Kingdom,15.0,2011,11,14,0,16
576371,C2,CARRIAGE,1,2011-11-15 08:07:00,50.0,14911.0,EIRE,50.0,2011,11,15,1,8
576373,POST,POSTAGE,4,2011-11-15 08:43:00,18.0,12640.0,France,72.0,2011,11,15,1,8
576390,POST,POSTAGE,1,2011-11-15 10:13:00,18.0,12569.0,Germany,18.0,2011,11,15,1,10
576399,POST,POSTAGE,2,2011-11-15 10:50:00,18.0,12684.0,France,36.0,2011,11,15,1,10
576519,POST,POSTAGE,1,2011-11-15 12:25:00,40.0,12676.0,Sweden,40.0,2011,11,15,1,12
576595,C2,CARRIAGE,1,2011-11-15 14:56:00,50.0,14911.0,EIRE,50.0,2011,11,15,1,14
576603,C2,CARRIAGE,1,2011-11-15 15:22:00,50.0,14911.0,EIRE,50.0,2011,11,15,1,15
576607,POST,POSTAGE,4,2011-11-15 15:42:00,18.0,12474.0,Germany,72.0,2011,11,15,1,15
576629,POST,POSTAGE,3,2011-11-16 08:37:00,18.0,12621.0,Germany,54.0,2011,11,16,2,8
576630,POST,POSTAGE,1,2011-11-16 08:38:00,18.0,13816.0,Germany,18.0,2011,11,16,2,8
576657,POST,POSTAGE,3,2011-11-16 11:03:00,18.0,12720.0,Germany,54.0,2011,11,16,2,11
576659,23702,High Resolution Image,1,2011-11-16 11:09:00,21.0,15373.0,United Kingdom,21.0,2011,11,16,2,11
576664,POST,POSTAGE,1,2011-11-16 11:41:00,15.0,14646.0,Netherlands,15.0,2011,11,16,2,11
576669,POST,POSTAGE,1,2011-11-16 11:52:00,18.0,12640.0,France,18.0,2011,11,16,2,11
576787,POST,POSTAGE,4,2011-11-16 13:54:00,18.0,13815.0,Germany,72.0,2011,11,16,2,13
576789,POST,POSTAGE,1,2011-11-16 13:56:00,18.0,12569.0,Germany,18.0,2011,11,16,2,13
576790,POST,POSTAGE,1,2011-11-16 13:59:00,18.0,12569.0,Germany,18.0,2011,11,16,2,13
576863,POST,POSTAGE,2,2011-11-16 16:06:00,18.0,12626.0,Germany,36.0,2011,11,16,2,16
576869,POST,POSTAGE,1,2011-11-16 16:20:00,18.0,12500.0,Germany,18.0,2011,11,16,2,16
576872,23485,BOTANICAL GARDENS WALL CLOCK ,1,2011-11-16 16:26:00,25.0,13238.0,United Kingdom,25.0,2011,11,16,2,16
576880,C2,CARRIAGE,1,2011-11-16 17:03:00,50.0,14911.0,EIRE,50.0,2011,11,16,2,17
576890,POST,POSTAGE,2,2011-11-16 17:25:00,18.0,12662.0,Germany,36.0,2011,11,16,2,17
576893,POST,POSTAGE,1,2011-11-17 08:29:00,18.0,12481.0,Germany,18.0,2011,11,17,3,8
576894,POST,POSTAGE,2,2011-11-17 08:35:00,18.0,12681.0,France,36.0,2011,11,17,3,8
576904,C2,CARRIAGE,1,2011-11-17 09:25:00,50.0,14931.0,Channel Islands,50.0,2011,11,17,3,9
576907,POST,POSTAGE,1,2011-11-17 09:34:00,40.0,12610.0,Italy,40.0,2011,11,17,3,9
576927,POST,POSTAGE,6,2011-11-17 11:02:00,18.0,12567.0,France,108.0,2011,11,17,3,11
576941,POST,POSTAGE,5,2011-11-17 11:34:00,18.0,12562.0,France,90.0,2011,11,17,3,11
576995,23485,BOTANICAL GARDENS WALL CLOCK ,2,2011-11-17 11:59:00,25.0,16298.0,United Kingdom,50.0,2011,11,17,3,11
577009,C2,CARRIAGE,1,2011-11-17 12:05:00,50.0,12749.0,United Kingdom,50.0,2011,11,17,3,12
